Probability,Images,Name
70.59,"['Gerard_Pique_0_2088.jpg', 'Sergio_Augero_0_9130.jpg']","['Gerard Pique', 'Sergio Augero']"
50.96,"['torres12.jpg', 'Robbie_Fowler_0_6438.jpg']","['Fernando Torres', 'Robbie Fowler']"
45.46,"['Thiago_Silva_0_6070.jpg', 'Paulo_Dybala_0_7840.jpg']","['Thiago Silva', 'Paulo Dybala']"
51.08,"['luiz12.jpg', 'Roberto_Carlos_0_8154.jpg']","['David Luiz', 'Roberto Carlos']"
61.35,"['Giorgio_Chiellini_0_8604.jpg', 'Hugo_Lloris_0_2944.jpg']","['Giorgio Chiellini', 'Hugo Lloris']"
67.25,"['Luka_Modric_0_5431.jpg', 'schmeichel12.jpg']","['Luka Modric', 'Peter Schmeichel']"
49.96,"['Joao_Felix_0_2319.jpg', 'Thomas_Lemar_0_4954.jpg']","['Joao Felix', 'Thomas Lemar']"
52.79,"['Javier_Mascherano_0_9666.jpg', 'Pierre_Emerick_Aubameyang_0_7702.jpg']","['Javier Mascherano', 'Pierre Emerick Aubameyang']"
51.03,"['Frank_Lampard_0_8754.jpg', 'Manuel_Neuer_0_9156.jpg']","['Frank Lampard', 'Manuel Neuer']"
60.5,"['Gerard_Pique_0_8464.jpg', 'Pep_Guardiola_0_3356.jpg']","['Gerard Pique', 'Pep Guardiola']"
43.97,"['Xabi_Alonso_0_8135.jpg', 'Wayne_Rooney_0_4161.jpg']","['Xabi Alonso', 'Wayne Rooney']"
36.73,"['Jurgen_Klopp_0_1197.jpg', 'Julian_Draxler_0_9859.jpg']","['Jurgen Klopp', 'Julian Draxler']"
39.55,"['Jose_Mourinho_0_5041.jpg', 'Luis Suarez_0_9118.jpg']","['Jose Mourinho', 'Luis Suarez']"
36.42,"['John_Terry_0_8023.jpg', 'henry12.jpg']","['John Terry', 'Thierry Henry']"
35.24,"['Bernd_Leno_0_9222.jpg', 'Heung_Min_Son_0_3713.jpg']","['Bernd Leno', 'Heung Min Son']"
71.76,"['Thibaut_Courtois_0_4385.jpg', 'Javier_Mascherano_0_9854.jpg']","['Thibaut Courtois', 'Javier Mascherano']"
45.66,"['Cristiano_Ronaldo_0_8808.jpg', 'Falcao_0_8683.jpg']","['Cristiano Ronaldo', 'Falcao']"
54.57,"['Alexis_Sanchez_0_4910.jpg', 'Paulo_Dybala_0_3921.jpg']","['Alexis Sanchez', 'Paulo Dybala']"
45.99,"['Zinedine_Zidane_0_8812.jpg', 'Gianluigi_Buffon_0_698.jpg']","['Zinedine Zidane', 'Gianluigi Buffon']"
58.17,"['Hugo_Lloris_0_3294.jpg', 'Gerard_Pique_0_7762.jpg']","['Hugo Lloris', 'Gerard Pique']"
37.13,"['Kylian_Mbappe_0_966.jpg', 'Harry_Kane_0_5364.jpg']","['Kylian Mbappe', 'Harry Kane']"
35.78,"['Kevin_de_Bruyne_0_7602.jpg', 'Luis Suarez_0_6801.jpg']","['Kevin de Bruyne', 'Luis Suarez']"
57.09,"['Ryan_Giggs_0_2137.jpg', 'Kalidou_Koulibaly_0_2642.jpg']","['Ryan Giggs', 'Kalidou Koulibaly']"
54.06,"['Robert_Lewandowski_0_266.jpg', 'Thierry_Henry_0_5068.jpg']","['Robert Lewandowski', 'Thierry Henry']"
43.34,"['Sadio_Mane_0_9847.jpg', 'Vincent_Kompany_0_5670.jpg']","['Sadio Mane', 'Vincent Kompany']"
35.08,"['Kalidou_Koulibaly_0_6405.jpg', 'Manuel_Neuer_0_3790.jpg']","['Kalidou Koulibaly', 'Manuel Neuer']"
42.21,"['Gerard_Pique_0_9577.jpg', 'David_Luiz_0_7981.jpg']","['Gerard Pique', 'David Luiz']"
46.05,"['reus12.jpg', 'Luka_Modric_0_4139.jpg']","['Marco Reus', 'Luka Modric']"
40.22,"['Timo_Werner_0_7021.jpg', 'Thierry_Henry_0_5068.jpg']","['Timo Werner', 'Thierry Henry']"
49.25,"['Freddie_Ljungberg_0_2757.jpg', 'Harry_Kewell_0_5640.jpg']","['Freddie Ljungberg', 'Harry Kewell']"
51.42,"['Lorenzo_Insigne_0_170.jpg', 'Paulo_Dybala_0_3969.jpg']","['Lorenzo Insigne', 'Paulo Dybala']"
56.1,"['Gabriel_Jesus_0_1364.jpg', 'Ronaldo_0_6600.jpg']","['Gabriel Jesus', 'Ronaldo']"
40.87,"['raul12.jpg', 'Paulo_Dybala_0_4837.jpg']","['Raul', 'Paulo Dybala']"
33.04,"['sterling1.jpg', 'Roberto_Carlos_0_6964.jpg']","['Raheem Sterling', 'Roberto Carlos']"
55.93,"['Thomas_Muller_0_4868.jpg', 'Lorenzo_Insigne_0_9697.jpg']","['Thomas Muller', 'Lorenzo Insigne']"
47.17,"['Thomas_Muller_0_1033.jpg', 'Luis Suarez_0_5497.jpg']","['Thomas Muller', 'Luis Suarez']"
42.47,"['Mohammad_Salah_0_3818.jpg', 'Thierry_Henry_0_2165.jpg']","['Mohammad Salah', 'Thierry Henry']"
39.72,"['Iker_Casillas_0_9184.jpg', 'Jose_Mourinho_0_8450.jpg']","['Iker Casillas', 'Jose Mourinho']"
63.46,"['Dries_Mertens_0_2735.jpg', 'Bernando_Silva_0_714.jpg']","['Dries Mertens', 'Bernando Silva']"
50.95,"['Lorenzo_Insigne_0_9697.jpg', 'suarez12.jpg']","['Lorenzo Insigne', 'Luis Suarez']"
44.39,"['Michael_Ballack_0_922.jpg', 'Dries_Mertens_0_7061.jpg']","['Michael Ballack', 'Dries Mertens']"
36.79,"['dsilva12.jpg', 'Roberto_Firmino_0_8704.jpg']","['David Silva', 'Roberto Firmino']"
39.29,"['Mario_Gotze_0_2876.jpg', 'Dries_Mertens_0_6916.jpg']","['Mario Gotze', 'Dries Mertens']"
45.83,"['Luka_Modric_0_7301.jpg', 'John_Terry_0_1901.jpg']","['Luka Modric', 'John Terry']"
42.47,"['Steven_Gerrard_0_1460.jpg', 'Falcao_0_1354.jpg']","['Steven Gerrard', 'Falcao']"
69.16,"['Lorenzo_Insigne_0_6383.jpg', 'Frank_Lampard_0_143.jpg']","['Lorenzo Insigne', 'Frank Lampard']"
48.61,"['Ryan_Giggs_0_2094.jpg', 'Virgil_van_Dijk_0_3863.jpg']","['Ryan Giggs', 'Virgil van Dijk']"
32.34,"['Petr_Cech_0_15.jpg', 'Peter_Schmeichel_0_8451.jpg']","['Petr Cech', 'Peter Schmeichel']"
45.99,"['Sergio_Ramos_0_5682.jpg', 'Thierry_Henry_0_8858.jpg']","['Sergio Ramos', 'Thierry Henry']"
38.85,"['Xabi_Alonso_0_718.jpg', 'Heung_Min_Son_0_6296.jpg']","['Xabi Alonso', 'Heung Min Son']"
38.48,"['Oliver_Kahn_0_4754.jpg', 'Jurgen_Klopp_0_9888.jpg']","['Oliver Kahn', 'Jurgen Klopp']"
71.67,"['Raheem_Sterling_0_752.jpg', 'Thomas_Lemar_0_7460.jpg']","['Raheem Sterling', 'Thomas Lemar']"
38.6,"['Didier_Drogba_0_4473.jpg', 'Paulo_Dybala_0_9904.jpg']","['Didier Drogba', 'Paulo Dybala']"
44.7,"['Raul_0_9473.jpg', 'Alisson_Becker_0_5821.jpg']","['Raul', 'Alisson Becker']"
42.47,"['Thomas_Tuchel_0_9753.jpg', 'torres12.jpg']","['Thomas Tuchel', 'Fernando Torres']"
44.62,"['gerrard1.jpg', 'Zlatan_Ibrahimovic_0_783.jpg']","['Steven Gerrard', 'Zlatan Ibrahimovic']"
43.43,"['Carlos_Tevez_0_3865.jpg', 'Philippe_Coutinho_0_8830.jpg']","['Carlos Tevez', 'Philippe Coutinho']"
43.18,"['Chrisitan_Pulisic_0_4077.jpg', 'Alexandre_Lacazette_0_3554.jpg']","['Chrisitan Pulisic', 'Alexandre Lacazette']"
63.58,"['Alexandre_Lacazette_0_4867.jpg', 'Memphis_Depay_0_2278.jpg']","['Alexandre Lacazette', 'Memphis Depay']"
63.33,"['augero12.jpg', 'Alexandre_Lacazette_0_3176.jpg']","['Sergio Augero', 'Alexandre Lacazette']"
58.55,"['David_Beckham_0_3833.jpg', 'Hugo_Lloris_0_1396.jpg']","['David Beckham', 'Hugo Lloris']"
39.06,"['Georginio_Wijnaldum_0_6501.jpg', 'Thomas_Tuchel_0_7559.jpg']","['Georginio Wijnaldum', 'Thomas Tuchel']"
60.85,"['Gerard_Pique_0_2856.jpg', 'Mohammad_Salah_0_7219.jpg']","['Gerard Pique', 'Mohammad Salah']"
43.73,"['Kylian_Mbappe_0_8805.jpg', 'Lucas_Moura_0_4117.jpg']","['Kylian Mbappe', 'Lucas Moura']"
44.79,"['Vincent_Kompany_0_2933.jpg', 'Falcao_0_231.jpg']","['Vincent Kompany', 'Falcao']"
57.29,"['Lucas_Moura_0_3969.jpg', 'Chrisitan_Pulisic_0_6616.jpg']","['Lucas Moura', 'Chrisitan Pulisic']"
52.27,"['raul12.jpg', 'Sergio_Augero_0_1001.jpg']","['Raul', 'Sergio Augero']"
40.8,"['Thomas_Tuchel_0_9497.jpg', 'Lucas_Moura_0_1304.jpg']","['Thomas Tuchel', 'Lucas Moura']"
60.49,"['Harry_Kewell_0_4400.jpg', 'Steven_Gerrard_0_7074.jpg']","['Harry Kewell', 'Steven Gerrard']"
51.24,"['Michael_Owen_0_2843.jpg', 'lewandowski12.jpg']","['Michael Owen', 'Robert Lewandowski']"
42.93,"['Ryan_Giggs_0_2346.jpg', 'Vincent_Kompany_0_4187.jpg']","['Ryan Giggs', 'Vincent Kompany']"
41.82,"['Alexandre_Lacazette_0_7834.jpg', 'Fernando_Torres_0_3592.jpg']","['Alexandre Lacazette', 'Fernando Torres']"
47.32,"['Manuel_Neuer_0_6677.jpg', 'Frank_Lampard_0_3905.jpg']","['Manuel Neuer', 'Frank Lampard']"
45.48,"['Zinedine_Zidane_0_1985.jpg', 'Manuel_Neuer_0_9288.jpg']","['Zinedine Zidane', 'Manuel Neuer']"
36.11,"['Karim_Benzema_0_5139.jpg', 'Wayne_Rooney_0_5592.jpg']","['Karim Benzema', 'Wayne Rooney']"
32.95,"['Thomas_Lemar_0_3311.jpg', 'Timo_Werner_0_252.jpg']","['Thomas Lemar', 'Timo Werner']"
45.57,"['Roberto_Firmino_0_8704.jpg', 'David_Beckham_0_3833.jpg']","['Roberto Firmino', 'David Beckham']"
55.07,"['pogba12.jpg', 'ljungberg1.jpg']","['Paul Pogba', 'Freddie Ljungberg']"
54.35,"['cech1.jpg', 'Hugo_Lloris_0_5741.jpg']","['Petr Cech', 'Hugo Lloris']"
50.26,"['Eden_Hazard_0_4862.jpg', 'zidane12.jpg']","['Eden Hazard', 'Zinedine Zidane']"
51.93,"['Alexis_Sanchez_0_541.jpg', 'Dries_Mertens_0_7910.jpg']","['Alexis Sanchez', 'Dries Mertens']"
37.24,"['Kylian_Mbappe_0_3582.jpg', 'Antoine_Griezmann_0_6338.jpg']","['Kylian Mbappe', 'Antoine Griezmann']"
63.68,"['mane12.jpg', 'Ronaldinho_0_5095.jpg']","['Sadio Mane', 'Ronaldinho']"
62.5,"['Sergio_Ramos_0_306.jpg', 'Pep_Guardiola_0_9687.jpg']","['Sergio Ramos', 'Pep Guardiola']"
45.25,"['Kai_Havertz_0_5062.jpg', 'Ryan_Giggs_0_7738.jpg']","['Kai Havertz', 'Ryan Giggs']"
43.89,"['tuchel12.jpg', 'Robbie_Fowler_0_3721.jpg']","['Thomas Tuchel', 'Robbie Fowler']"
51.35,"['Kylian_Mbappe_0_6483.jpg', 'Thiago_Silva_0_5580.jpg']","['Kylian Mbappe', 'Thiago Silva']"
39.96,"['Gianluigi_Buffon_0_9036.jpg', 'Frank_Lampard_0_6221.jpg']","['Gianluigi Buffon', 'Frank Lampard']"
41.34,"['Kevin_de_Bruyne_0_2179.jpg', 'Alexandre_Lacazette_0_3176.jpg']","['Kevin de Bruyne', 'Alexandre Lacazette']"
38.23,"['terry1.jpg', 'Ronaldo_0_1957.jpg']","['John Terry', 'Ronaldo']"
54.53,"['Roberto_Carlos_0_7863.jpg', 'Lorenzo_Insigne_0_9684.jpg']","['Roberto Carlos', 'Lorenzo Insigne']"
64.62,"['Lucas_Moura_0_5736.jpg', 'Mohammad_Salah_0_8058.jpg']","['Lucas Moura', 'Mohammad Salah']"
65.08,"['Paul_Pogba_0_4018.jpg', 'Gabriel_Jesus_0_9078.jpg']","['Paul Pogba', 'Gabriel Jesus']"
49.89,"['Kaka_0_174.jpg', 'Paul_Pogba_0_4807.jpg']","['Kaka', 'Paul Pogba']"
75.38,"['Steven_Gerrard_0_5449.jpg', 'Thibaut_Courtois_0_6190.jpg']","['Steven Gerrard', 'Thibaut Courtois']"
61.17,"['Luka_Modric_0_4139.jpg', 'Sadio_Mane_0_2707.jpg']","['Luka Modric', 'Sadio Mane']"
37.47,"['Thomas_Lemar_0_7928.jpg', 'Thomas_Tuchel_0_3525.jpg']","['Thomas Lemar', 'Thomas Tuchel']"
50.01,"['Joao_Felix_0_9332.jpg', 'Gerard_Pique_0_4500.jpg']","['Joao Felix', 'Gerard Pique']"
48.46,"['Ederson_Moraes_0_6566.jpg', 'Luis Suarez_0_4590.jpg']","['Ederson Moraes', 'Luis Suarez']"
53.36,"['Frank_Lampard_0_1685.jpg', 'Carlos_Tevez_0_4486.jpg']","['Frank Lampard', 'Carlos Tevez']"
59.71,"['havertz12.jpg', 'Luis_Figo_0_3477.jpg']","['Kai Havertz', 'Luis Figo']"
43.92,"['Roberto_Firmino_0_3862.jpg', 'Angel_di_Maria_0_8399.jpg']","['Roberto Firmino', 'Angel di Maria']"
56.06,"['Chrisitan_Pulisic_0_7052.jpg', 'Alexandre_Lacazette_0_3900.jpg']","['Chrisitan Pulisic', 'Alexandre Lacazette']"
56.16,"['Lucas_Moura_0_1356.jpg', 'Gabriel_Jesus_0_4686.jpg']","['Lucas Moura', 'Gabriel Jesus']"
30.07,"['Pep_Guardiola_0_5669.jpg', 'Petr_Cech_0_7188.jpg']","['Pep Guardiola', 'Petr Cech']"
56.49,"['Cristiano_Ronaldo_0_7428.jpg', 'Timo_Werner_0_2172.jpg']","['Cristiano Ronaldo', 'Timo Werner']"
44.03,"['Kai_Havertz_0_6555.jpg', 'Thiago_Silva_0_2936.jpg']","['Kai Havertz', 'Thiago Silva']"
45.44,"['Frank_Lampard_0_6934.jpg', 'felix12.jpg']","['Frank Lampard', 'Joao Felix']"
65.07,"['Lionel_Messi_0_5551.jpg', 'Jan_Oblak_0_633.jpg']","['Lionel Messi', 'Jan Oblak']"
47.78,"['Joao_Felix_0_2319.jpg', 'Manuel_Neuer_0_660.jpg']","['Joao Felix', 'Manuel Neuer']"
51.24,"['Gerard_Pique_0_5809.jpg', 'depay1.jpg']","['Gerard Pique', 'Memphis Depay']"
48.02,"['Gareth_Bale_0_6140.jpg', 'Memphis_Depay_0_9925.jpg']","['Gareth Bale', 'Memphis Depay']"
64.01,"['Bernd_Leno_0_4252.jpg', 'Zlatan_Ibrahimovic_0_6956.jpg']","['Bernd Leno', 'Zlatan Ibrahimovic']"
55.64,"['Frank_Lampard_0_3905.jpg', 'Sergio_Augero_0_8429.jpg']","['Frank Lampard', 'Sergio Augero']"
37.18,"['Gabriel_Jesus_0_1364.jpg', 'Thomas_Muller_0_4868.jpg']","['Gabriel Jesus', 'Thomas Muller']"
53.66,"['depay1.jpg', 'David_Luiz_0_7821.jpg']","['Memphis Depay', 'David Luiz']"
28.52,"['Roberto_Firmino_0_3668.jpg', 'Giorgio_Chiellini_0_8604.jpg']","['Roberto Firmino', 'Giorgio Chiellini']"
36.18,"['zidane1.jpg', 'Chrisitan_Pulisic_0_6651.jpg']","['Zinedine Zidane', 'Chrisitan Pulisic']"
56.48,"['Jan_Oblak_0_4425.jpg', 'Iker_Casillas_0_8382.jpg']","['Jan Oblak', 'Iker Casillas']"
40.02,"['Michael_Owen_0_4222.jpg', 'Gerard_Pique_0_6523.jpg']","['Michael Owen', 'Gerard Pique']"
42.34,"['Lucas_Moura_0_3555.jpg', 'Michael_Ballack_0_4873.jpg']","['Lucas Moura', 'Michael Ballack']"
44.96,"['drogba12.jpg', 'Frank_Lampard_0_8039.jpg']","['Didier Drogba', 'Frank Lampard']"
32.73,"['Gareth_Bale_0_3038.jpg', 'Thibaut_Courtois_0_1010.jpg']","['Gareth Bale', 'Thibaut Courtois']"
61.87,"['lemar12.jpg', 'Thierry_Henry_0_6128.jpg']","['Thomas Lemar', 'Thierry Henry']"
42.09,"['Wayne_Rooney_0_4857.jpg', 'guardiola12.jpg']","['Wayne Rooney', 'Pep Guardiola']"
55.4,"['Thierry_Henry_0_5016.jpg', 'Philippe_Coutinho_0_5156.jpg']","['Thierry Henry', 'Philippe Coutinho']"
42.56,"['carlos1.jpg', 'tsilva1.jpg']","['Roberto Carlos', 'Thiago Silva']"
47.34,"['David_Luiz_0_8696.jpg', 'Lionel_Messi_0_7980.jpg']","['David Luiz', 'Lionel Messi']"
52.68,"['Steven_Gerrard_0_4929.jpg', 'Georginio_Wijnaldum_0_5574.jpg']","['Steven Gerrard', 'Georginio Wijnaldum']"
39.56,"['Fernando_Torres_0_6416.jpg', 'Timo_Werner_0_2172.jpg']","['Fernando Torres', 'Timo Werner']"
54.94,"['Steven_Gerrard_0_505.jpg', 'Michael_Ballack_0_2186.jpg']","['Steven Gerrard', 'Michael Ballack']"
42.61,"['ronaldo12.jpg', 'Ederson_Moraes_0_2933.jpg']","['Ronaldo', 'Ederson Moraes']"
38.59,"['ronaldo1.jpg', 'Bernando_Silva_0_6572.jpg']","['Cristiano Ronaldo', 'Bernando Silva']"
36.57,"['Jan_Oblak_0_6723.jpg', 'lukaku1.jpg']","['Jan Oblak', 'Romelu Lukaku']"
42.1,"['Karim_Benzema_0_584.jpg', 'Michael_Ballack_0_922.jpg']","['Karim Benzema', 'Michael Ballack']"
42.35,"['Alisson_Becker_0_9314.jpg', 'Thomas_Lemar_0_9138.jpg']","['Alisson Becker', 'Thomas Lemar']"
42.58,"['Gabriel_Jesus_0_9078.jpg', 'Virgil_van_Dijk_0_3863.jpg']","['Gabriel Jesus', 'Virgil van Dijk']"
38.37,"['Philippe_Coutinho_0_5156.jpg', 'Romelu_Lukaku_0_9764.jpg']","['Philippe Coutinho', 'Romelu Lukaku']"
55.6,"['Javier_Mascherano_0_6546.jpg', 'Cristiano_Ronaldo_0_7428.jpg']","['Javier Mascherano', 'Cristiano Ronaldo']"
65.35,"['Luis Suarez_0_1920.jpg', 'Steven_Gerrard_0_5449.jpg']","['Luis Suarez', 'Steven Gerrard']"
52.27,"['Robbie_Fowler_0_6424.jpg', 'Gabriel_Jesus_0_3093.jpg']","['Robbie Fowler', 'Gabriel Jesus']"
46.93,"['Ronaldo_0_6624.jpg', 'David_Silva_0_3089.jpg']","['Ronaldo', 'David Silva']"
59.33,"['falcao1.jpg', 'dimaria1.jpg']","['Falcao', 'Angel di Maria']"
62.0,"['Joao_Felix_0_7244.jpg', 'Carles_Puyol_0_8136.jpg']","['Joao Felix', 'Carles Puyol']"
42.59,"['Ederson_Moraes_0_9627.jpg', 'Oliver_Giroud_0_4584.jpg']","['Ederson Moraes', 'Oliver Giroud']"
34.18,"['leno12.jpg', 'Roberto_Firmino_0_2082.jpg']","['Bernd Leno', 'Roberto Firmino']"
37.11,"['Gerard_Pique_0_5806.jpg', 'David_Luiz_0_9636.jpg']","['Gerard Pique', 'David Luiz']"
38.82,"['Eden_Hazard_0_7540.jpg', 'Ronaldinho_0_5095.jpg']","['Eden Hazard', 'Ronaldinho']"
50.12,"['Thiago_Silva_0_5140.jpg', 'Thierry_Henry_0_5730.jpg']","['Thiago Silva', 'Thierry Henry']"
52.39,"['Luka_Modric_0_3103.jpg', 'Ronaldinho_0_7492.jpg']","['Luka Modric', 'Ronaldinho']"
30.72,"['Paul_Pogba_0_7573.jpg', 'Timo_Werner_0_5358.jpg']","['Paul Pogba', 'Timo Werner']"
52.32,"['Steven_Gerrard_0_6675.jpg', 'Robert_Pires_0_7371.jpg']","['Steven Gerrard', 'Robert Pires']"
39.34,"['Vincent_Kompany_0_2933.jpg', 'Iker_Casillas_0_8000.jpg']","['Vincent Kompany', 'Iker Casillas']"
36.16,"['Wayne_Rooney_0_4161.jpg', 'Sergio_Ramos_0_306.jpg']","['Wayne Rooney', 'Sergio Ramos']"
34.78,"['Raheem_Sterling_0_6930.jpg', 'Timo_Werner_0_8530.jpg']","['Raheem Sterling', 'Timo Werner']"
50.33,"['Gareth_Bale_0_1226.jpg', 'Carles_Puyol_0_7102.jpg']","['Gareth Bale', 'Carles Puyol']"
64.36,"['Mohammad_Salah_0_6599.jpg', 'Oliver_Giroud_0_6852.jpg']","['Mohammad Salah', 'Oliver Giroud']"
55.37,"['Jan_Oblak_0_5166.jpg', 'bruyne12.jpg']","['Jan Oblak', 'Kevin de Bruyne']"
39.18,"['Christian_Eriksen_0_9004.jpg', 'owen1.jpg']","['Christian Eriksen', 'Michael Owen']"
56.11,"['Robert_Pires_0_2903.jpg', 'falcao12.jpg']","['Robert Pires', 'Falcao']"
32.02,"['Carles_Puyol_0_5881.jpg', 'Philippe_Coutinho_0_7307.jpg']","['Carles Puyol', 'Philippe Coutinho']"
38.87,"['David_Luiz_0_7784.jpg', 'Bernando_Silva_0_9621.jpg']","['David Luiz', 'Bernando Silva']"
55.43,"['Thomas_Muller_0_9766.jpg', 'Michael_Owen_0_2622.jpg']","['Thomas Muller', 'Michael Owen']"
53.13,"['Sergio_Augero_0_216.jpg', 'Thiago_Silva_0_4097.jpg']","['Sergio Augero', 'Thiago Silva']"
43.4,"['Gianluigi_Buffon_0_5570.jpg', 'Zinedine_Zidane_0_2452.jpg']","['Gianluigi Buffon', 'Zinedine Zidane']"
42.3,"['David_Beckham_0_9023.jpg', 'Chrisitan_Pulisic_0_1088.jpg']","['David Beckham', 'Chrisitan Pulisic']"
54.91,"['Kevin_de_Bruyne_0_7602.jpg', 'Wayne_Rooney_0_5592.jpg']","['Kevin de Bruyne', 'Wayne Rooney']"
37.83,"['alisson12.jpg', 'Kylian_Mbappe_0_6483.jpg']","['Alisson Becker', 'Kylian Mbappe']"
41.7,"['Petr_Cech_0_9036.jpg', 'Ederson_Moraes_0_9627.jpg']","['Petr Cech', 'Ederson Moraes']"
33.47,"['Kaka_0_3492.jpg', 'Luka_Modric_0_4139.jpg']","['Kaka', 'Luka Modric']"
48.3,"['Lionel_Messi_0_7298.jpg', 'Kai_Havertz_0_5001.jpg']","['Lionel Messi', 'Kai Havertz']"
30.78,"['Alexandre_Lacazette_0_323.jpg', 'Oliver_Kahn_0_2376.jpg']","['Alexandre Lacazette', 'Oliver Kahn']"
49.5,"['Philippe_Coutinho_0_5747.jpg', 'Sergio_Augero_0_4314.jpg']","['Philippe Coutinho', 'Sergio Augero']"
46.0,"['Romelu_Lukaku_0_5578.jpg', 'Michael_Ballack_0_6688.jpg']","['Romelu Lukaku', 'Michael Ballack']"
53.61,"['Carlos_Tevez_0_6749.jpg', 'Luis_Figo_0_8552.jpg']","['Carlos Tevez', 'Luis Figo']"
44.89,"['Michael_Ballack_0_4693.jpg', 'Thomas_Tuchel_0_8645.jpg']","['Michael Ballack', 'Thomas Tuchel']"
58.74,"['Roberto_Carlos_0_6964.jpg', 'Lorenzo_Insigne_0_8845.jpg']","['Roberto Carlos', 'Lorenzo Insigne']"
47.69,"['Oliver_Kahn_0_866.jpg', 'Cristiano_Ronaldo_0_4863.jpg']","['Oliver Kahn', 'Cristiano Ronaldo']"
40.5,"['cech1.jpg', 'Alexandre_Lacazette_0_7834.jpg']","['Petr Cech', 'Alexandre Lacazette']"
41.97,"['Kaka_0_2542.jpg', 'Giorgio_Chiellini_0_8604.jpg']","['Kaka', 'Giorgio Chiellini']"
49.12,"['Roberto_Carlos_0_4252.jpg', 'Georginio_Wijnaldum_0_1408.jpg']","['Roberto Carlos', 'Georginio Wijnaldum']"
46.54,"['Manuel_Neuer_0_3017.jpg', 'Ryan_Giggs_0_1340.jpg']","['Manuel Neuer', 'Ryan Giggs']"
51.47,"['Hugo_Lloris_0_6977.jpg', 'Robbie_Fowler_0_2023.jpg']","['Hugo Lloris', 'Robbie Fowler']"
44.0,"['Robert_Lewandowski_0_2307.jpg', 'Robbie_Fowler_0_8719.jpg']","['Robert Lewandowski', 'Robbie Fowler']"
56.01,"['Thierry_Henry_0_3319.jpg', 'Luka_Modric_0_8867.jpg']","['Thierry Henry', 'Luka Modric']"
52.78,"['rooney1.jpg', 'tevez12.jpg']","['Wayne Rooney', 'Carlos Tevez']"
60.56,"['Ryan_Giggs_0_9720.jpg', 'Oliver_Giroud_0_6182.jpg']","['Ryan Giggs', 'Oliver Giroud']"
37.89,"['David_Silva_0_3894.jpg', 'Julian_Draxler_0_7446.jpg']","['David Silva', 'Julian Draxler']"
43.79,"['Angel_di_Maria_0_1846.jpg', 'lemar12.jpg']","['Angel di Maria', 'Thomas Lemar']"
40.83,"['Alexandre_Lacazette_0_3554.jpg', 'Karim_Benzema_0_2074.jpg']","['Alexandre Lacazette', 'Karim Benzema']"
51.45,"['Angel_di_Maria_0_4884.jpg', 'Harry_Kewell_0_4400.jpg']","['Angel di Maria', 'Harry Kewell']"
