Image Path
"['dataset/train-valid-test/test/Kylian_Mbappe/Kylian_Mbappe_0_966.jpg', 'dataset/train-valid-test/test/Harry_Kane/Harry_Kane_0_5364.jpg']"
"['dataset/train-valid-test/test/Leroy_Sane/sane12.jpg', 'dataset/train-valid-test/test/Romelu_Lukaku/Romelu_Lukaku_0_5271.jpg']"
"['dataset/train-valid-test/test/Kevin_de_Bruyne/Kevin_de_Bruyne_0_7602.jpg', 'dataset/train-valid-test/test/Luis Suarez/Luis Suarez_0_6801.jpg']"
"['dataset/train-valid-test/test/Ryan_Giggs/Ryan_Giggs_0_2137.jpg', 'dataset/train-valid-test/test/Kalidou_Koulibaly/Kalidou_Koulibaly_0_2642.jpg']"
"['dataset/train-valid-test/test/Robert_Lewandowski/Robert_Lewandowski_0_266.jpg', 'dataset/train-valid-test/test/Thierry_Henry/Thierry_Henry_0_5068.jpg']"
"['dataset/train-valid-test/test/Sadio_Mane/Sadio_Mane_0_9847.jpg', 'dataset/train-valid-test/test/Vincent_Kompany/Vincent_Kompany_0_5670.jpg']"
"['dataset/train-valid-test/test/Kalidou_Koulibaly/Kalidou_Koulibaly_0_6405.jpg', 'dataset/train-valid-test/test/Manuel_Neuer/Manuel_Neuer_0_3790.jpg']"
"['dataset/train-valid-test/test/Gerard_Pique/Gerard_Pique_0_9577.jpg', 'dataset/train-valid-test/test/David_Luiz/David_Luiz_0_7981.jpg']"
"['dataset/train-valid-test/test/Marco_Reus/reus12.jpg', 'dataset/train-valid-test/test/Luka_Modric/Luka_Modric_0_4139.jpg']"
"['dataset/train-valid-test/test/Timo_Werner/Timo_Werner_0_7021.jpg', 'dataset/train-valid-test/test/Thierry_Henry/Thierry_Henry_0_5068.jpg']"
"['dataset/train-valid-test/test/Freddie_Ljungberg/Freddie_Ljungberg_0_2757.jpg', 'dataset/train-valid-test/test/Harry_Kewell/Harry_Kewell_0_5640.jpg']"
"['dataset/train-valid-test/test/Lorenzo_Insigne/Lorenzo_Insigne_0_170.jpg', 'dataset/train-valid-test/test/Paulo_Dybala/Paulo_Dybala_0_3969.jpg']"
"['dataset/train-valid-test/test/Gabriel_Jesus/Gabriel_Jesus_0_1364.jpg', 'dataset/train-valid-test/test/Ronaldo/Ronaldo_0_6600.jpg']"
"['dataset/train-valid-test/test/Raul/raul12.jpg', 'dataset/train-valid-test/test/Paulo_Dybala/Paulo_Dybala_0_4837.jpg']"
"['dataset/train-valid-test/test/Raheem_Sterling/sterling1.jpg', 'dataset/train-valid-test/test/Roberto_Carlos/Roberto_Carlos_0_6964.jpg']"
"['dataset/train-valid-test/test/Thomas_Muller/Thomas_Muller_0_4868.jpg', 'dataset/train-valid-test/test/Lorenzo_Insigne/Lorenzo_Insigne_0_9697.jpg']"
"['dataset/train-valid-test/test/Thomas_Muller/Thomas_Muller_0_1033.jpg', 'dataset/train-valid-test/test/Luis Suarez/Luis Suarez_0_5497.jpg']"
"['dataset/train-valid-test/test/Mohammad_Salah/Mohammad_Salah_0_3818.jpg', 'dataset/train-valid-test/test/Thierry_Henry/Thierry_Henry_0_2165.jpg']"
"['dataset/train-valid-test/test/Iker_Casillas/Iker_Casillas_0_9184.jpg', 'dataset/train-valid-test/test/Jose_Mourinho/Jose_Mourinho_0_8450.jpg']"
"['dataset/train-valid-test/test/Dries_Mertens/Dries_Mertens_0_2735.jpg', 'dataset/train-valid-test/test/Bernando_Silva/Bernando_Silva_0_714.jpg']"
"['dataset/train-valid-test/test/Lorenzo_Insigne/Lorenzo_Insigne_0_9697.jpg', 'dataset/train-valid-test/test/Luis Suarez/suarez12.jpg']"
"['dataset/train-valid-test/test/Michael_Ballack/Michael_Ballack_0_922.jpg', 'dataset/train-valid-test/test/Dries_Mertens/Dries_Mertens_0_7061.jpg']"
"['dataset/train-valid-test/test/David_Silva/dsilva12.jpg', 'dataset/train-valid-test/test/Roberto_Firmino/Roberto_Firmino_0_8704.jpg']"
"['dataset/train-valid-test/test/Mario_Gotze/Mario_Gotze_0_2876.jpg', 'dataset/train-valid-test/test/Dries_Mertens/Dries_Mertens_0_6916.jpg']"
"['dataset/train-valid-test/test/Luka_Modric/Luka_Modric_0_7301.jpg', 'dataset/train-valid-test/test/John_Terry/John_Terry_0_1901.jpg']"
"['dataset/train-valid-test/test/Steven_Gerrard/Steven_Gerrard_0_1460.jpg', 'dataset/train-valid-test/test/Falcao/Falcao_0_1354.jpg']"
"['dataset/train-valid-test/test/Lorenzo_Insigne/Lorenzo_Insigne_0_6383.jpg', 'dataset/train-valid-test/test/Frank_Lampard/Frank_Lampard_0_143.jpg']"
"['dataset/train-valid-test/test/Ryan_Giggs/Ryan_Giggs_0_2094.jpg', 'dataset/train-valid-test/test/Virgil_van_Dijk/Virgil_van_Dijk_0_3863.jpg']"
"['dataset/train-valid-test/test/Petr_Cech/Petr_Cech_0_15.jpg', 'dataset/train-valid-test/test/Peter_Schmeichel/Peter_Schmeichel_0_8451.jpg']"
"['dataset/train-valid-test/test/Sergio_Ramos/Sergio_Ramos_0_5682.jpg', 'dataset/train-valid-test/test/Thierry_Henry/Thierry_Henry_0_8858.jpg']"
"['dataset/train-valid-test/test/Xabi_Alonso/Xabi_Alonso_0_718.jpg', 'dataset/train-valid-test/test/Heung_Min_Son/Heung_Min_Son_0_6296.jpg']"
"['dataset/train-valid-test/test/Oliver_Kahn/Oliver_Kahn_0_4754.jpg', 'dataset/train-valid-test/test/Jurgen_Klopp/Jurgen_Klopp_0_9888.jpg']"
"['dataset/train-valid-test/test/Raheem_Sterling/Raheem_Sterling_0_752.jpg', 'dataset/train-valid-test/test/Thomas_Lemar/Thomas_Lemar_0_7460.jpg']"
"['dataset/train-valid-test/test/Didier_Drogba/Didier_Drogba_0_4473.jpg', 'dataset/train-valid-test/test/Paulo_Dybala/Paulo_Dybala_0_9904.jpg']"
"['dataset/train-valid-test/test/Raul/Raul_0_9473.jpg', 'dataset/train-valid-test/test/Alisson_Becker/Alisson_Becker_0_5821.jpg']"
"['dataset/train-valid-test/test/Thomas_Tuchel/Thomas_Tuchel_0_9753.jpg', 'dataset/train-valid-test/test/Fernando_Torres/torres12.jpg']"
"['dataset/train-valid-test/test/Steven_Gerrard/gerrard1.jpg', 'dataset/train-valid-test/test/Zlatan_Ibrahimovic/Zlatan_Ibrahimovic_0_783.jpg']"
"['dataset/train-valid-test/test/Carlos_Tevez/Carlos_Tevez_0_3865.jpg', 'dataset/train-valid-test/test/Philippe_Coutinho/Philippe_Coutinho_0_8830.jpg']"
"['dataset/train-valid-test/test/Chrisitan_Pulisic/Chrisitan_Pulisic_0_4077.jpg', 'dataset/train-valid-test/test/Alexandre_Lacazette/Alexandre_Lacazette_0_3554.jpg']"
"['dataset/train-valid-test/test/Alexandre_Lacazette/Alexandre_Lacazette_0_4867.jpg', 'dataset/train-valid-test/test/Memphis_Depay/Memphis_Depay_0_2278.jpg']"
"['dataset/train-valid-test/test/Sergio_Augero/augero12.jpg', 'dataset/train-valid-test/test/Alexandre_Lacazette/Alexandre_Lacazette_0_3176.jpg']"
"['dataset/train-valid-test/test/David_Beckham/David_Beckham_0_3833.jpg', 'dataset/train-valid-test/test/Hugo_Lloris/Hugo_Lloris_0_1396.jpg']"
"['dataset/train-valid-test/test/Georginio_Wijnaldum/Georginio_Wijnaldum_0_6501.jpg', 'dataset/train-valid-test/test/Thomas_Tuchel/Thomas_Tuchel_0_7559.jpg']"
"['dataset/train-valid-test/test/Gerard_Pique/Gerard_Pique_0_2856.jpg', 'dataset/train-valid-test/test/Mohammad_Salah/Mohammad_Salah_0_7219.jpg']"
"['dataset/train-valid-test/test/Kylian_Mbappe/Kylian_Mbappe_0_8805.jpg', 'dataset/train-valid-test/test/Lucas_Moura/Lucas_Moura_0_4117.jpg']"
"['dataset/train-valid-test/test/Vincent_Kompany/Vincent_Kompany_0_2933.jpg', 'dataset/train-valid-test/test/Falcao/Falcao_0_231.jpg']"
"['dataset/train-valid-test/test/Lucas_Moura/Lucas_Moura_0_3969.jpg', 'dataset/train-valid-test/test/Chrisitan_Pulisic/Chrisitan_Pulisic_0_6616.jpg']"
"['dataset/train-valid-test/test/Raul/raul12.jpg', 'dataset/train-valid-test/test/Sergio_Augero/Sergio_Augero_0_1001.jpg']"
"['dataset/train-valid-test/test/Thomas_Tuchel/Thomas_Tuchel_0_9497.jpg', 'dataset/train-valid-test/test/Lucas_Moura/Lucas_Moura_0_1304.jpg']"
"['dataset/train-valid-test/test/Harry_Kewell/Harry_Kewell_0_4400.jpg', 'dataset/train-valid-test/test/Steven_Gerrard/Steven_Gerrard_0_7074.jpg']"
"['dataset/train-valid-test/test/Michael_Owen/Michael_Owen_0_2843.jpg', 'dataset/train-valid-test/test/Robert_Lewandowski/lewandowski12.jpg']"
"['dataset/train-valid-test/test/Ryan_Giggs/Ryan_Giggs_0_2346.jpg', 'dataset/train-valid-test/test/Vincent_Kompany/Vincent_Kompany_0_4187.jpg']"
"['dataset/train-valid-test/test/Alexandre_Lacazette/Alexandre_Lacazette_0_7834.jpg', 'dataset/train-valid-test/test/Fernando_Torres/Fernando_Torres_0_3592.jpg']"
"['dataset/train-valid-test/test/Manuel_Neuer/Manuel_Neuer_0_6677.jpg', 'dataset/train-valid-test/test/Frank_Lampard/Frank_Lampard_0_3905.jpg']"
"['dataset/train-valid-test/test/Zinedine_Zidane/Zinedine_Zidane_0_1985.jpg', 'dataset/train-valid-test/test/Manuel_Neuer/Manuel_Neuer_0_9288.jpg']"
"['dataset/train-valid-test/test/Karim_Benzema/Karim_Benzema_0_5139.jpg', 'dataset/train-valid-test/test/Wayne_Rooney/Wayne_Rooney_0_5592.jpg']"
"['dataset/train-valid-test/test/Thomas_Lemar/Thomas_Lemar_0_3311.jpg', 'dataset/train-valid-test/test/Timo_Werner/Timo_Werner_0_252.jpg']"
"['dataset/train-valid-test/test/Roberto_Firmino/Roberto_Firmino_0_8704.jpg', 'dataset/train-valid-test/test/David_Beckham/David_Beckham_0_3833.jpg']"
"['dataset/train-valid-test/test/Paul_Pogba/pogba12.jpg', 'dataset/train-valid-test/test/Freddie_Ljungberg/ljungberg1.jpg']"
"['dataset/train-valid-test/test/Petr_Cech/cech1.jpg', 'dataset/train-valid-test/test/Hugo_Lloris/Hugo_Lloris_0_5741.jpg']"
"['dataset/train-valid-test/test/Eden_Hazard/Eden_Hazard_0_4862.jpg', 'dataset/train-valid-test/test/Zinedine_Zidane/zidane12.jpg']"
"['dataset/train-valid-test/test/Alexis_Sanchez/Alexis_Sanchez_0_541.jpg', 'dataset/train-valid-test/test/Dries_Mertens/Dries_Mertens_0_7910.jpg']"
"['dataset/train-valid-test/test/Kylian_Mbappe/Kylian_Mbappe_0_3582.jpg', 'dataset/train-valid-test/test/Antoine_Griezmann/Antoine_Griezmann_0_6338.jpg']"
"['dataset/train-valid-test/test/Sadio_Mane/mane12.jpg', 'dataset/train-valid-test/test/Ronaldinho/Ronaldinho_0_5095.jpg']"
"['dataset/train-valid-test/test/Sergio_Ramos/Sergio_Ramos_0_306.jpg', 'dataset/train-valid-test/test/Pep_Guardiola/Pep_Guardiola_0_9687.jpg']"
"['dataset/train-valid-test/test/Kai_Havertz/Kai_Havertz_0_5062.jpg', 'dataset/train-valid-test/test/Ryan_Giggs/Ryan_Giggs_0_7738.jpg']"
"['dataset/train-valid-test/test/Thomas_Tuchel/tuchel12.jpg', 'dataset/train-valid-test/test/Robbie_Fowler/Robbie_Fowler_0_3721.jpg']"
"['dataset/train-valid-test/test/Kylian_Mbappe/Kylian_Mbappe_0_6483.jpg', 'dataset/train-valid-test/test/Thiago_Silva/Thiago_Silva_0_5580.jpg']"
"['dataset/train-valid-test/test/Gianluigi_Buffon/Gianluigi_Buffon_0_9036.jpg', 'dataset/train-valid-test/test/Frank_Lampard/Frank_Lampard_0_6221.jpg']"
"['dataset/train-valid-test/test/Kevin_de_Bruyne/Kevin_de_Bruyne_0_2179.jpg', 'dataset/train-valid-test/test/Alexandre_Lacazette/Alexandre_Lacazette_0_3176.jpg']"
"['dataset/train-valid-test/test/John_Terry/terry1.jpg', 'dataset/train-valid-test/test/Ronaldo/Ronaldo_0_1957.jpg']"
"['dataset/train-valid-test/test/Roberto_Carlos/Roberto_Carlos_0_7863.jpg', 'dataset/train-valid-test/test/Lorenzo_Insigne/Lorenzo_Insigne_0_9684.jpg']"
"['dataset/train-valid-test/test/Lucas_Moura/Lucas_Moura_0_5736.jpg', 'dataset/train-valid-test/test/Mohammad_Salah/Mohammad_Salah_0_8058.jpg']"
"['dataset/train-valid-test/test/Paul_Pogba/Paul_Pogba_0_4018.jpg', 'dataset/train-valid-test/test/Gabriel_Jesus/Gabriel_Jesus_0_9078.jpg']"
"['dataset/train-valid-test/test/Kaka/Kaka_0_174.jpg', 'dataset/train-valid-test/test/Paul_Pogba/Paul_Pogba_0_4807.jpg']"
"['dataset/train-valid-test/test/Steven_Gerrard/Steven_Gerrard_0_5449.jpg', 'dataset/train-valid-test/test/Thibaut_Courtois/Thibaut_Courtois_0_6190.jpg']"
"['dataset/train-valid-test/test/Luka_Modric/Luka_Modric_0_4139.jpg', 'dataset/train-valid-test/test/Sadio_Mane/Sadio_Mane_0_2707.jpg']"
"['dataset/train-valid-test/test/Thomas_Lemar/Thomas_Lemar_0_7928.jpg', 'dataset/train-valid-test/test/Thomas_Tuchel/Thomas_Tuchel_0_3525.jpg']"
"['dataset/train-valid-test/test/Joao_Felix/Joao_Felix_0_9332.jpg', 'dataset/train-valid-test/test/Gerard_Pique/Gerard_Pique_0_4500.jpg']"
"['dataset/train-valid-test/test/Ederson_Moraes/Ederson_Moraes_0_6566.jpg', 'dataset/train-valid-test/test/Luis Suarez/Luis Suarez_0_4590.jpg']"
"['dataset/train-valid-test/test/Frank_Lampard/Frank_Lampard_0_1685.jpg', 'dataset/train-valid-test/test/Carlos_Tevez/Carlos_Tevez_0_4486.jpg']"
"['dataset/train-valid-test/test/Kai_Havertz/havertz12.jpg', 'dataset/train-valid-test/test/Luis_Figo/Luis_Figo_0_3477.jpg']"
"['dataset/train-valid-test/test/Roberto_Firmino/Roberto_Firmino_0_3862.jpg', 'dataset/train-valid-test/test/Angel_di_Maria/Angel_di_Maria_0_8399.jpg']"
"['dataset/train-valid-test/test/Chrisitan_Pulisic/Chrisitan_Pulisic_0_7052.jpg', 'dataset/train-valid-test/test/Alexandre_Lacazette/Alexandre_Lacazette_0_3900.jpg']"
"['dataset/train-valid-test/test/Lucas_Moura/Lucas_Moura_0_1356.jpg', 'dataset/train-valid-test/test/Gabriel_Jesus/Gabriel_Jesus_0_4686.jpg']"
"['dataset/train-valid-test/test/Pep_Guardiola/Pep_Guardiola_0_5669.jpg', 'dataset/train-valid-test/test/Petr_Cech/Petr_Cech_0_7188.jpg']"
"['dataset/train-valid-test/test/Cristiano_Ronaldo/Cristiano_Ronaldo_0_7428.jpg', 'dataset/train-valid-test/test/Timo_Werner/Timo_Werner_0_2172.jpg']"
"['dataset/train-valid-test/test/Kai_Havertz/Kai_Havertz_0_6555.jpg', 'dataset/train-valid-test/test/Thiago_Silva/Thiago_Silva_0_2936.jpg']"
"['dataset/train-valid-test/test/Frank_Lampard/Frank_Lampard_0_6934.jpg', 'dataset/train-valid-test/test/Joao_Felix/felix12.jpg']"
"['dataset/train-valid-test/test/Lionel_Messi/Lionel_Messi_0_5551.jpg', 'dataset/train-valid-test/test/Jan_Oblak/Jan_Oblak_0_633.jpg']"
"['dataset/train-valid-test/test/Joao_Felix/Joao_Felix_0_2319.jpg', 'dataset/train-valid-test/test/Manuel_Neuer/Manuel_Neuer_0_660.jpg']"
"['dataset/train-valid-test/test/Gerard_Pique/Gerard_Pique_0_5809.jpg', 'dataset/train-valid-test/test/Memphis_Depay/depay1.jpg']"
"['dataset/train-valid-test/test/Gareth_Bale/Gareth_Bale_0_6140.jpg', 'dataset/train-valid-test/test/Memphis_Depay/Memphis_Depay_0_9925.jpg']"
"['dataset/train-valid-test/test/Bernd_Leno/Bernd_Leno_0_4252.jpg', 'dataset/train-valid-test/test/Zlatan_Ibrahimovic/Zlatan_Ibrahimovic_0_6956.jpg']"
"['dataset/train-valid-test/test/Frank_Lampard/Frank_Lampard_0_3905.jpg', 'dataset/train-valid-test/test/Sergio_Augero/Sergio_Augero_0_8429.jpg']"
"['dataset/train-valid-test/test/Gabriel_Jesus/Gabriel_Jesus_0_1364.jpg', 'dataset/train-valid-test/test/Thomas_Muller/Thomas_Muller_0_4868.jpg']"
"['dataset/train-valid-test/test/Memphis_Depay/depay1.jpg', 'dataset/train-valid-test/test/David_Luiz/David_Luiz_0_7821.jpg']"
"['dataset/train-valid-test/test/Roberto_Firmino/Roberto_Firmino_0_3668.jpg', 'dataset/train-valid-test/test/Giorgio_Chiellini/Giorgio_Chiellini_0_8604.jpg']"
"['dataset/train-valid-test/test/Zinedine_Zidane/zidane1.jpg', 'dataset/train-valid-test/test/Chrisitan_Pulisic/Chrisitan_Pulisic_0_6651.jpg']"
"['dataset/train-valid-test/test/Jan_Oblak/Jan_Oblak_0_4425.jpg', 'dataset/train-valid-test/test/Iker_Casillas/Iker_Casillas_0_8382.jpg']"
"['dataset/train-valid-test/test/Michael_Owen/Michael_Owen_0_4222.jpg', 'dataset/train-valid-test/test/Gerard_Pique/Gerard_Pique_0_6523.jpg']"
"['dataset/train-valid-test/test/Lucas_Moura/Lucas_Moura_0_3555.jpg', 'dataset/train-valid-test/test/Michael_Ballack/Michael_Ballack_0_4873.jpg']"
"['dataset/train-valid-test/test/Didier_Drogba/drogba12.jpg', 'dataset/train-valid-test/test/Frank_Lampard/Frank_Lampard_0_8039.jpg']"
"['dataset/train-valid-test/test/Gareth_Bale/Gareth_Bale_0_3038.jpg', 'dataset/train-valid-test/test/Thibaut_Courtois/Thibaut_Courtois_0_1010.jpg']"
"['dataset/train-valid-test/test/Thomas_Lemar/lemar12.jpg', 'dataset/train-valid-test/test/Thierry_Henry/Thierry_Henry_0_6128.jpg']"
"['dataset/train-valid-test/test/Wayne_Rooney/Wayne_Rooney_0_4857.jpg', 'dataset/train-valid-test/test/Pep_Guardiola/guardiola12.jpg']"
"['dataset/train-valid-test/test/Thierry_Henry/Thierry_Henry_0_5016.jpg', 'dataset/train-valid-test/test/Philippe_Coutinho/Philippe_Coutinho_0_5156.jpg']"
"['dataset/train-valid-test/test/Roberto_Carlos/carlos1.jpg', 'dataset/train-valid-test/test/Thiago_Silva/tsilva1.jpg']"
"['dataset/train-valid-test/test/David_Luiz/David_Luiz_0_8696.jpg', 'dataset/train-valid-test/test/Lionel_Messi/Lionel_Messi_0_7980.jpg']"
"['dataset/train-valid-test/test/Steven_Gerrard/Steven_Gerrard_0_4929.jpg', 'dataset/train-valid-test/test/Georginio_Wijnaldum/Georginio_Wijnaldum_0_5574.jpg']"
"['dataset/train-valid-test/test/Fernando_Torres/Fernando_Torres_0_6416.jpg', 'dataset/train-valid-test/test/Timo_Werner/Timo_Werner_0_2172.jpg']"
"['dataset/train-valid-test/test/Steven_Gerrard/Steven_Gerrard_0_505.jpg', 'dataset/train-valid-test/test/Michael_Ballack/Michael_Ballack_0_2186.jpg']"
"['dataset/train-valid-test/test/Ronaldo/ronaldo12.jpg', 'dataset/train-valid-test/test/Ederson_Moraes/Ederson_Moraes_0_2933.jpg']"
"['dataset/train-valid-test/test/Cristiano_Ronaldo/ronaldo1.jpg', 'dataset/train-valid-test/test/Bernando_Silva/Bernando_Silva_0_6572.jpg']"
"['dataset/train-valid-test/test/Jan_Oblak/Jan_Oblak_0_6723.jpg', 'dataset/train-valid-test/test/Romelu_Lukaku/lukaku1.jpg']"
"['dataset/train-valid-test/test/Karim_Benzema/Karim_Benzema_0_584.jpg', 'dataset/train-valid-test/test/Michael_Ballack/Michael_Ballack_0_922.jpg']"
"['dataset/train-valid-test/test/Alisson_Becker/Alisson_Becker_0_9314.jpg', 'dataset/train-valid-test/test/Thomas_Lemar/Thomas_Lemar_0_9138.jpg']"
"['dataset/train-valid-test/test/Gabriel_Jesus/Gabriel_Jesus_0_9078.jpg', 'dataset/train-valid-test/test/Virgil_van_Dijk/Virgil_van_Dijk_0_3863.jpg']"
"['dataset/train-valid-test/test/Philippe_Coutinho/Philippe_Coutinho_0_5156.jpg', 'dataset/train-valid-test/test/Romelu_Lukaku/Romelu_Lukaku_0_9764.jpg']"
"['dataset/train-valid-test/test/Javier_Mascherano/Javier_Mascherano_0_6546.jpg', 'dataset/train-valid-test/test/Cristiano_Ronaldo/Cristiano_Ronaldo_0_7428.jpg']"
"['dataset/train-valid-test/test/Luis Suarez/Luis Suarez_0_1920.jpg', 'dataset/train-valid-test/test/Steven_Gerrard/Steven_Gerrard_0_5449.jpg']"
"['dataset/train-valid-test/test/Robbie_Fowler/Robbie_Fowler_0_6424.jpg', 'dataset/train-valid-test/test/Gabriel_Jesus/Gabriel_Jesus_0_3093.jpg']"
