Probability,Images,Name
93.07,"['Ronaldinho_0_9051.jpg', 'ronaldinho12.jpg']",Ronaldinho
59.41,"['David_Silva_0_9044.jpg', 'David_Silva_0_4220.jpg']",David Silva
82.04,"['Iker_Casillas_0_3438.jpg', 'Iker_Casillas_0_396.jpg']",Iker Casillas
74.96,"['Karim_Benzema_0_7446.jpg', 'Karim_Benzema_0_9148.jpg']",Karim Benzema
89.14,"['depay1.jpg', 'Memphis_Depay_0_3520.jpg']",Memphis Depay
69.57,"['leno12.jpg', 'Bernd_Leno_0_9460.jpg']",Bernd Leno
48.59,"['Christian_Eriksen_0_379.jpg', 'Christian_Eriksen_0_4998.jpg']",Christian Eriksen
77.86,"['Joao_Felix_0_9697.jpg', 'felix12.jpg']",Joao Felix
63.98,"['Jan_Oblak_0_8894.jpg', 'Jan_Oblak_0_4549.jpg']",Jan Oblak
89.11,"['Eden_Hazard_0_7562.jpg', 'Eden_Hazard_0_1976.jpg']",Eden Hazard
87.22,"['Alexis_Sanchez_0_4907.jpg', 'Alexis_Sanchez_0_8370.jpg']",Alexis Sanchez
79.79,"['Hugo_Lloris_0_8605.jpg', 'Hugo_Lloris_0_975.jpg']",Hugo Lloris
95.77,"['Alisson_Becker_0_6468.jpg', 'Alisson_Becker_0_9148.jpg']",Alisson Becker
78.19,"['Toni_Kroos_0_4633.jpg', 'Toni_Kroos_0_9021.jpg']",Toni Kroos
55.03,"['Robbie_Fowler_0_8000.jpg', 'Robbie_Fowler_0_2561.jpg']",Robbie Fowler
72.3,"['lukaku1.jpg', 'Romelu_Lukaku_0_2080.jpg']",Romelu Lukaku
76.87,"['Oliver_Kahn_0_2530.jpg', 'Oliver_Kahn_0_4754.jpg']",Oliver Kahn
93.03,"['benzema12.jpg', 'Karim_Benzema_0_1177.jpg']",Karim Benzema
85.58,"['schmeichel1.jpg', 'Peter_Schmeichel_0_3231.jpg']",Peter Schmeichel
90.9,"['Julian_Draxler_0_8965.jpg', 'Julian_Draxler_0_1399.jpg']",Julian Draxler
57.45,"['Roberto_Firmino_0_5923.jpg', 'Roberto_Firmino_0_4164.jpg']",Roberto Firmino
83.74,"['gerrard1.jpg', 'Steven_Gerrard_0_1460.jpg']",Steven Gerrard
73.9,"['Eden_Hazard_0_5971.jpg', 'Eden_Hazard_0_3860.jpg']",Eden Hazard
95.21,"['Raheem_Sterling_0_5930.jpg', 'Raheem_Sterling_0_3968.jpg']",Raheem Sterling
94.93,"['Thierry_Henry_0_2165.jpg', 'Thierry_Henry_0_5016.jpg']",Thierry Henry
88.65,"['Timo_Werner_0_7096.jpg', 'Timo_Werner_0_2842.jpg']",Timo Werner
96.0,"['Paulo_Dybala_0_5847.jpg', 'Paulo_Dybala_0_7981.jpg']",Paulo Dybala
62.15,"['Vincent_Kompany_0_1535.jpg', 'Vincent_Kompany_0_2933.jpg']",Vincent Kompany
49.84,"['Robbie_Fowler_0_3189.jpg', 'Robbie_Fowler_0_8719.jpg']",Robbie Fowler
79.67,"['Hugo_Lloris_0_975.jpg', 'Hugo_Lloris_0_2454.jpg']",Hugo Lloris
78.39,"['Alexandre_Lacazette_0_3554.jpg', 'Alexandre_Lacazette_0_3900.jpg']",Alexandre Lacazette
89.36,"['Toni_Kroos_0_9789.jpg', 'Toni_Kroos_0_3432.jpg']",Toni Kroos
59.12,"['Christian_Eriksen_0_4998.jpg', 'Christian_Eriksen_0_8530.jpg']",Christian Eriksen
57.8,"['Dries_Mertens_0_3636.jpg', 'Dries_Mertens_0_6916.jpg']",Dries Mertens
61.29,"['Eden_Hazard_0_9971.jpg', 'Eden_Hazard_0_4862.jpg']",Eden Hazard
72.11,"['Ryan_Giggs_0_9263.jpg', 'Ryan_Giggs_0_2137.jpg']",Ryan Giggs
80.95,"['Mario_Gotze_0_2792.jpg', 'gotze12.jpg']",Mario Gotze
63.9,"['Marc-Andre_ter_Stegen_0_9205.jpg', 'Marc-Andre_ter_Stegen_0_7359.jpg']",Marc-Andre ter Stegen
78.01,"['Gabriel_Jesus_0_7388.jpg', 'Gabriel_Jesus_0_4686.jpg']",Gabriel Jesus
82.8,"['Kylian_Mbappe_0_3582.jpg', 'Kylian_Mbappe_0_3850.jpg']",Kylian Mbappe
58.0,"['Zinedine_Zidane_0_8612.jpg', 'zidane1.jpg']",Zinedine Zidane
73.23,"['Zlatan_Ibrahimovic_0_4819.jpg', 'Zlatan_Ibrahimovic_0_9800.jpg']",Zlatan Ibrahimovic
67.76,"['Angel_di_Maria_0_2237.jpg', 'Angel_di_Maria_0_8593.jpg']",Angel di Maria
96.34,"['Carles_Puyol_0_4959.jpg', 'puyol12.jpg']",Carles Puyol
90.6,"['Romelu_Lukaku_0_9764.jpg', 'Romelu_Lukaku_0_1127.jpg']",Romelu Lukaku
67.62,"['Marco_Reus_0_7025.jpg', 'reus12.jpg']",Marco Reus
84.93,"['Heung_Min_Son_0_9308.jpg', 'Heung_Min_Son_0_3943.jpg']",Heung Min Son
81.04,"['Julian_Draxler_0_1445.jpg', 'Julian_Draxler_0_5856.jpg']",Julian Draxler
82.06,"['Heung_Min_Son_0_4321.jpg', 'Heung_Min_Son_0_7925.jpg']",Heung Min Son
89.93,"['sanchez1.jpg', 'Alexis_Sanchez_0_2159.jpg']",Alexis Sanchez
85.83,"['Bernd_Leno_0_1180.jpg', 'Bernd_Leno_0_9460.jpg']",Bernd Leno
94.91,"['Kevin_de_Bruyne_0_2179.jpg', 'Kevin_de_Bruyne_0_6088.jpg']",Kevin de Bruyne
57.69,"['Robert_Lewandowski_0_1303.jpg', 'Robert_Lewandowski_0_6670.jpg']",Robert Lewandowski
80.65,"['Bernd_Leno_0_2379.jpg', 'Bernd_Leno_0_4805.jpg']",Bernd Leno
82.03,"['John_Terry_0_7896.jpg', 'John_Terry_0_8682.jpg']",John Terry
61.82,"['firmino1.jpg', 'Roberto_Firmino_0_7347.jpg']",Roberto Firmino
49.86,"['Wayne_Rooney_0_6122.jpg', 'Wayne_Rooney_0_738.jpg']",Wayne Rooney
85.0,"['Harry_Kewell_0_2016.jpg', 'Harry_Kewell_0_1088.jpg']",Harry Kewell
96.52,"['Jose_Mourinho_0_7370.jpg', 'Jose_Mourinho_0_5903.jpg']",Jose Mourinho
88.34,"['Gareth_Bale_0_1226.jpg', 'Gareth_Bale_0_7975.jpg']",Gareth Bale
79.92,"['Carles_Puyol_0_1494.jpg', 'Carles_Puyol_0_7505.jpg']",Carles Puyol
72.29,"['Kai_Havertz_0_5001.jpg', 'Kai_Havertz_0_6733.jpg']",Kai Havertz
85.52,"['Michael_Ballack_0_5855.jpg', 'Michael_Ballack_0_3587.jpg']",Michael Ballack
91.48,"['salah1.jpg', 'Mohammad_Salah_0_3818.jpg']",Mohammad Salah
68.09,"['Xabi_Alonso_0_2840.jpg', 'Xabi_Alonso_0_4538.jpg']",Xabi Alonso
90.61,"['Ryan_Giggs_0_557.jpg', 'giggs12.jpg']",Ryan Giggs
68.53,"['Dries_Mertens_0_1961.jpg', 'Dries_Mertens_0_8570.jpg']",Dries Mertens
69.46,"['Eden_Hazard_0_898.jpg', 'Eden_Hazard_0_3860.jpg']",Eden Hazard
86.58,"['Robbie_Fowler_0_5564.jpg', 'Robbie_Fowler_0_8176.jpg']",Robbie Fowler
78.95,"['Gianluigi_Buffon_0_9854.jpg', 'Gianluigi_Buffon_0_4886.jpg']",Gianluigi Buffon
73.86,"['Harry_Kane_0_7134.jpg', 'Harry_Kane_0_6863.jpg']",Harry Kane
70.15,"['Robert_Pires_0_8454.jpg', 'Robert_Pires_0_6809.jpg']",Robert Pires
76.89,"['Bernando_Silva_0_750.jpg', 'Bernando_Silva_0_262.jpg']",Bernando Silva
92.82,"['Lorenzo_Insigne_0_8845.jpg', 'Lorenzo_Insigne_0_1120.jpg']",Lorenzo Insigne
85.69,"['Michael_Owen_0_3742.jpg', 'Michael_Owen_0_403.jpg']",Michael Owen
60.99,"['Xabi_Alonso_0_9665.jpg', 'Xabi_Alonso_0_3791.jpg']",Xabi Alonso
95.88,"['Lucas_Moura_0_3969.jpg', 'Lucas_Moura_0_5736.jpg']",Lucas Moura
80.54,"['Ronaldo_0_1957.jpg', 'Ronaldo_0_264.jpg']",Ronaldo
75.21,"['Petr_Cech_0_15.jpg', 'cech1.jpg']",Petr Cech
59.22,"['Ryan_Giggs_0_7738.jpg', 'Ryan_Giggs_0_4826.jpg']",Ryan Giggs
84.02,"['Javier_Mascherano_0_2617.jpg', 'Javier_Mascherano_0_8823.jpg']",Javier Mascherano
62.13,"['Lucas_Moura_0_1082.jpg', 'Lucas_Moura_0_7989.jpg']",Lucas Moura
60.37,"['Raul_0_4483.jpg', 'raul1.jpg']",Raul
58.59,"['Kaka_0_1513.jpg', 'Kaka_0_1422.jpg']",Kaka
86.78,"['Xabi_Alonso_0_7846.jpg', 'Xabi_Alonso_0_5231.jpg']",Xabi Alonso
61.74,"['Pierre_Emerick_Aubameyang_0_6108.jpg', 'Pierre_Emerick_Aubameyang_0_5836.jpg']",Pierre Emerick Aubameyang
63.15,"['Sadio_Mane_0_4084.jpg', 'mane1.jpg']",Sadio Mane
67.31,"['muller1.jpg', 'Thomas_Muller_0_3819.jpg']",Thomas Muller
91.95,"['Karim_Benzema_0_5139.jpg', 'Karim_Benzema_0_584.jpg']",Karim Benzema
78.1,"['Kai_Havertz_0_2099.jpg', 'Kai_Havertz_0_3184.jpg']",Kai Havertz
81.38,"['mbappe1.jpg', 'Kylian_Mbappe_0_2045.jpg']",Kylian Mbappe
86.13,"['ederson1.jpg', 'Ederson_Moraes_0_2482.jpg']",Ederson Moraes
73.84,"['Carlos_Tevez_0_2622.jpg', 'Carlos_Tevez_0_3227.jpg']",Carlos Tevez
78.81,"['Zinedine_Zidane_0_6765.jpg', 'Zinedine_Zidane_0_2195.jpg']",Zinedine Zidane
91.68,"['Paulo_Dybala_0_7840.jpg', 'Paulo_Dybala_0_8431.jpg']",Paulo Dybala
84.31,"['Roberto_Carlos_0_7918.jpg', 'carlos12.jpg']",Roberto Carlos
81.18,"['Roberto_Carlos_0_4252.jpg', 'Roberto_Carlos_0_4299.jpg']",Roberto Carlos
87.99,"['Memphis_Depay_0_6010.jpg', 'depay12.jpg']",Memphis Depay
67.16,"['Hugo_Lloris_0_686.jpg', 'Hugo_Lloris_0_2454.jpg']",Hugo Lloris
91.21,"['Kevin_de_Bruyne_0_2556.jpg', 'Kevin_de_Bruyne_0_6402.jpg']",Kevin de Bruyne
85.65,"['Zinedine_Zidane_0_8612.jpg', 'Zinedine_Zidane_0_1256.jpg']",Zinedine Zidane
95.83,"['Harry_Kane_0_1646.jpg', 'kane12.jpg']",Harry Kane
75.74,"['Carles_Puyol_0_5881.jpg', 'Carles_Puyol_0_6134.jpg']",Carles Puyol
72.61,"['Bernd_Leno_0_2581.jpg', 'Bernd_Leno_0_4446.jpg']",Bernd Leno
81.55,"['Leroy_Sane_0_3441.jpg', 'Leroy_Sane_0_9964.jpg']",Leroy Sane
70.17,"['Antoine_Griezmann_0_8255.jpg', 'Antoine_Griezmann_0_2514.jpg']",Antoine Griezmann
82.4,"['Paul_Pogba_0_7573.jpg', 'pogba12.jpg']",Paul Pogba
75.63,"['Manuel_Neuer_0_9156.jpg', 'Manuel_Neuer_0_878.jpg']",Manuel Neuer
59.74,"['giroud1.jpg', 'Oliver_Giroud_0_1414.jpg']",Oliver Giroud
60.46,"['Jan_Oblak_0_5858.jpg', 'Jan_Oblak_0_5745.jpg']",Jan Oblak
92.95,"['Carles_Puyol_0_9761.jpg', 'Carles_Puyol_0_7505.jpg']",Carles Puyol
91.79,"['Eden_Hazard_0_9971.jpg', 'Eden_Hazard_0_1565.jpg']",Eden Hazard
71.47,"['Gianluigi_Buffon_0_582.jpg', 'buffon12.jpg']",Gianluigi Buffon
71.77,"['Philippe_Coutinho_0_912.jpg', 'Philippe_Coutinho_0_6175.jpg']",Philippe Coutinho
73.81,"['John_Terry_0_4472.jpg', 'John_Terry_0_8447.jpg']",John Terry
84.23,"['Leroy_Sane_0_8626.jpg', 'Leroy_Sane_0_4070.jpg']",Leroy Sane
83.84,"['Kaka_0_7895.jpg', 'Kaka_0_9799.jpg']",Kaka
87.39,"['Jurgen_Klopp_0_4926.jpg', 'Jurgen_Klopp_0_4123.jpg']",Jurgen Klopp
92.75,"['Jose_Mourinho_0_4940.jpg', 'Jose_Mourinho_0_8450.jpg']",Jose Mourinho
91.01,"['Falcao_0_9572.jpg', 'Falcao_0_7616.jpg']",Falcao
67.22,"['Dries_Mertens_0_8570.jpg', 'Dries_Mertens_0_6933.jpg']",Dries Mertens
78.7,"['Christian_Eriksen_0_9063.jpg', 'Christian_Eriksen_0_1036.jpg']",Christian Eriksen
94.91,"['Antoine_Griezmann_0_8302.jpg', 'Antoine_Griezmann_0_2069.jpg']",Antoine Griezmann
81.65,"['Ryan_Giggs_0_45.jpg', 'Ryan_Giggs_0_4768.jpg']",Ryan Giggs
70.71,"['terry1.jpg', 'John_Terry_0_1038.jpg']",John Terry
96.64,"['Alexandre_Lacazette_0_3838.jpg', 'Alexandre_Lacazette_0_8495.jpg']",Alexandre Lacazette
73.94,"['Pep_Guardiola_0_8106.jpg', 'Pep_Guardiola_0_2544.jpg']",Pep Guardiola
91.9,"['Ronaldinho_0_9114.jpg', 'Ronaldinho_0_7492.jpg']",Ronaldinho
75.82,"['Robert_Pires_0_5752.jpg', 'Robert_Pires_0_8454.jpg']",Robert Pires
68.48,"['Kevin_de_Bruyne_0_6088.jpg', 'Kevin_de_Bruyne_0_6402.jpg']",Kevin de Bruyne
83.45,"['salah1.jpg', 'salah12.jpg']",Mohammad Salah
90.27,"['modric12.jpg', 'Luka_Modric_0_1856.jpg']",Luka Modric
83.29,"['Julian_Draxler_0_2423.jpg', 'Julian_Draxler_0_9859.jpg']",Julian Draxler
94.47,"['Georginio_Wijnaldum_0_3690.jpg', 'Georginio_Wijnaldum_0_2400.jpg']",Georginio Wijnaldum
87.84,"['Pierre_Emerick_Aubameyang_0_3870.jpg', 'Pierre_Emerick_Aubameyang_0_7504.jpg']",Pierre Emerick Aubameyang
40.71,"['Ederson_Moraes_0_3470.jpg', 'Ederson_Moraes_0_7329.jpg']",Ederson Moraes
88.88,"['Falcao_0_1354.jpg', 'Falcao_0_7546.jpg']",Falcao
70.53,"['Karim_Benzema_0_9148.jpg', 'Karim_Benzema_0_1152.jpg']",Karim Benzema
81.8,"['Thiago_Silva_0_4097.jpg', 'Thiago_Silva_0_2306.jpg']",Thiago Silva
64.11,"['leno1.jpg', 'Bernd_Leno_0_2111.jpg']",Bernd Leno
90.58,"['Romelu_Lukaku_0_4127.jpg', 'Romelu_Lukaku_0_1127.jpg']",Romelu Lukaku
88.83,"['Ronaldinho_0_5095.jpg', 'Ronaldinho_0_9114.jpg']",Ronaldinho
86.14,"['Falcao_0_1451.jpg', 'Falcao_0_8482.jpg']",Falcao
84.13,"['Sadio_Mane_0_4084.jpg', 'Sadio_Mane_0_3406.jpg']",Sadio Mane
59.94,"['Ederson_Moraes_0_261.jpg', 'Ederson_Moraes_0_7273.jpg']",Ederson Moraes
69.63,"['Sergio_Augero_0_6300.jpg', 'Sergio_Augero_0_4592.jpg']",Sergio Augero
84.05,"['Julian_Draxler_0_8279.jpg', 'Julian_Draxler_0_2423.jpg']",Julian Draxler
89.49,"['Ronaldo_0_1578.jpg', 'Ronaldo_0_264.jpg']",Ronaldo
58.47,"['Ryan_Giggs_0_3964.jpg', 'Ryan_Giggs_0_4768.jpg']",Ryan Giggs
84.26,"['Heung_Min_Son_0_2401.jpg', 'Heung_Min_Son_0_3943.jpg']",Heung Min Son
81.38,"['Javier_Mascherano_0_4598.jpg', 'Javier_Mascherano_0_1952.jpg']",Javier Mascherano
90.67,"['lukaku12.jpg', 'Romelu_Lukaku_0_5915.jpg']",Romelu Lukaku
81.07,"['Raheem_Sterling_0_2139.jpg', 'Raheem_Sterling_0_5930.jpg']",Raheem Sterling
81.12,"['Alexandre_Lacazette_0_3475.jpg', 'Alexandre_Lacazette_0_6258.jpg']",Alexandre Lacazette
69.92,"['Alisson_Becker_0_9785.jpg', 'Alisson_Becker_0_7875.jpg']",Alisson Becker
57.09,"['Pierre_Emerick_Aubameyang_0_7327.jpg', 'Pierre_Emerick_Aubameyang_0_6465.jpg']",Pierre Emerick Aubameyang
43.75,"['Falcao_0_4564.jpg', 'Falcao_0_9572.jpg']",Falcao
81.22,"['John_Terry_0_3117.jpg', 'John_Terry_0_4983.jpg']",John Terry
87.74,"['Paulo_Dybala_0_7523.jpg', 'Paulo_Dybala_0_5847.jpg']",Paulo Dybala
65.38,"['Raul_0_5570.jpg', 'Raul_0_1631.jpg']",Raul
61.81,"['Bernd_Leno_0_4805.jpg', 'Bernd_Leno_0_4252.jpg']",Bernd Leno
81.69,"['Joao_Felix_0_7244.jpg', 'Joao_Felix_0_9675.jpg']",Joao Felix
82.69,"['Pep_Guardiola_0_5652.jpg', 'Pep_Guardiola_0_6827.jpg']",Pep Guardiola
90.05,"['Bernando_Silva_0_7888.jpg', 'Bernando_Silva_0_9564.jpg']",Bernando Silva
68.6,"['Hugo_Lloris_0_9190.jpg', 'Hugo_Lloris_0_1396.jpg']",Hugo Lloris
85.68,"['Virgil_van_Dijk_0_523.jpg', 'Virgil_van_Dijk_0_7398.jpg']",Virgil van Dijk
89.43,"['Philippe_Coutinho_0_3734.jpg', 'Philippe_Coutinho_0_5247.jpg']",Philippe Coutinho
86.35,"['Jurgen_Klopp_0_3329.jpg', 'Jurgen_Klopp_0_4366.jpg']",Jurgen Klopp
68.14,"['Fernando_Torres_0_5110.jpg', 'Fernando_Torres_0_5513.jpg']",Fernando Torres
72.46,"['Virgil_van_Dijk_0_8057.jpg', 'Virgil_van_Dijk_0_5995.jpg']",Virgil van Dijk
89.41,"['Iker_Casillas_0_9184.jpg', 'Iker_Casillas_0_3687.jpg']",Iker Casillas
61.38,"['Kai_Havertz_0_6733.jpg', 'Kai_Havertz_0_6042.jpg']",Kai Havertz
77.42,"['Luis_Figo_0_6751.jpg', 'Luis_Figo_0_8655.jpg']",Luis Figo
90.93,"['Kevin_de_Bruyne_0_1793.jpg', 'Kevin_de_Bruyne_0_9780.jpg']",Kevin de Bruyne
84.28,"['Manuel_Neuer_0_660.jpg', 'Manuel_Neuer_0_878.jpg']",Manuel Neuer
83.05,"['Alexandre_Lacazette_0_7353.jpg', 'Alexandre_Lacazette_0_1300.jpg']",Alexandre Lacazette
71.89,"['Wayne_Rooney_0_738.jpg', 'Wayne_Rooney_0_8572.jpg']",Wayne Rooney
84.42,"['Hugo_Lloris_0_8508.jpg', 'lloris12.jpg']",Hugo Lloris
50.79,"['Wayne_Rooney_0_4660.jpg', 'Wayne_Rooney_0_3033.jpg']",Wayne Rooney
61.61,"['Roberto_Carlos_0_4991.jpg', 'Roberto_Carlos_0_6517.jpg']",Roberto Carlos
85.46,"['Thiago_Silva_0_8220.jpg', 'Thiago_Silva_0_5140.jpg']",Thiago Silva
70.11,"['Alisson_Becker_0_5821.jpg', 'Alisson_Becker_0_9075.jpg']",Alisson Becker
75.64,"['Thomas_Tuchel_0_6937.jpg', 'Thomas_Tuchel_0_2509.jpg']",Thomas Tuchel
84.2,"['David_Beckham_0_8220.jpg', 'David_Beckham_0_3203.jpg']",David Beckham
86.75,"['Thomas_Tuchel_0_5448.jpg', 'Thomas_Tuchel_0_158.jpg']",Thomas Tuchel
38.18,"['Oliver_Kahn_0_8683.jpg', 'Oliver_Kahn_0_7482.jpg']",Oliver Kahn
84.44,"['Georginio_Wijnaldum_0_8266.jpg', 'Georginio_Wijnaldum_0_1408.jpg']",Georginio Wijnaldum
62.29,"['Ryan_Giggs_0_2094.jpg', 'Ryan_Giggs_0_1340.jpg']",Ryan Giggs
39.66,"['Oliver_Kahn_0_675.jpg', 'Oliver_Kahn_0_2530.jpg']",Oliver Kahn
59.83,"['Roberto_Firmino_0_7347.jpg', 'Roberto_Firmino_0_4164.jpg']",Roberto Firmino
93.76,"['Heung_Min_Son_0_3713.jpg', 'Heung_Min_Son_0_5332.jpg']",Heung Min Son
67.24,"['Robert_Lewandowski_0_4458.jpg', 'Robert_Lewandowski_0_7348.jpg']",Robert Lewandowski
79.0,"['Oliver_Kahn_0_2530.jpg', 'Oliver_Kahn_0_4652.jpg']",Oliver Kahn
84.8,"['Leroy_Sane_0_7352.jpg', 'Leroy_Sane_0_2176.jpg']",Leroy Sane
56.0,"['Lionel_Messi_0_9978.jpg', 'Lionel_Messi_0_4624.jpg']",Lionel Messi
73.01,"['tevez1.jpg', 'Carlos_Tevez_0_1879.jpg']",Carlos Tevez
71.65,"['Giorgio_Chiellini_0_2030.jpg', 'chiellini1.jpg']",Giorgio Chiellini
75.25,"['Memphis_Depay_0_5362.jpg', 'Memphis_Depay_0_1772.jpg']",Memphis Depay
69.73,"['Michael_Owen_0_8695.jpg', 'owen12.jpg']",Michael Owen
89.84,"['Paul_Pogba_0_4018.jpg', 'Paul_Pogba_0_8169.jpg']",Paul Pogba
69.17,"['lloris1.jpg', 'Hugo_Lloris_0_2347.jpg']",Hugo Lloris
60.9,"['Roberto_Carlos_0_417.jpg', 'Roberto_Carlos_0_7918.jpg']",Roberto Carlos
71.36,"['David_Luiz_0_7504.jpg', 'David_Luiz_0_1015.jpg']",David Luiz
71.62,"['Freddie_Ljungberg_0_3246.jpg', 'Freddie_Ljungberg_0_544.jpg']",Freddie Ljungberg
88.31,"['Ronaldinho_0_8893.jpg', 'Ronaldinho_0_7731.jpg']",Ronaldinho
67.82,"['Virgil_van_Dijk_0_61.jpg', 'Virgil_van_Dijk_0_2476.jpg']",Virgil van Dijk
77.45,"['Xabi_Alonso_0_3343.jpg', 'Xabi_Alonso_0_7548.jpg']",Xabi Alonso
85.88,"['Jose_Mourinho_0_3733.jpg', 'Jose_Mourinho_0_8450.jpg']",Jose Mourinho
